long,lat,calle_nombre,calle_altura,direccion,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4701834189609,-34.6013248278239,12 DE OCTUBRE,1780,12 DE OCTUBRE 1780,Paternal,Comuna 15,1416,C1416FID
-58.4701983039166,-34.6013645724253,12 DE OCTUBRE,1790,12 DE OCTUBRE 1790,Paternal,Comuna 15,1416,C1416FID
-58.4618755799596,-34.5857278102103,14 DE JULIO,698,14 DE JULIO 698,Villa Ortuzar,Comuna 15,1427,C1427CJN
-58.3993179113845,-34.6336832241074,15 DE NOVIEMBRE DE 1889,2574,15 DE NOVIEMBRE DE 1889 2574,Parque Patricios,Comuna 4,1261,C1261AAP
-58.4104702620878,-34.624380338548,24 DE NOVIEMBRE,1193,24 DE NOVIEMBRE 1193,San Cristobal,Comuna 3,1224,C1224AAM
-58.4091265625896,-34.6375286279292,24 DE NOVIEMBRE,2291,24 DE NOVIEMBRE 2291,Parque Patricios,Comuna 4,1242,C1242AAU
-58.4403957342057,-34.5979827197719,ACEVEDO,421,ACEVEDO 421,Villa Crespo,Comuna 15,1414,C1414DJI
-58.4307312480221,-34.6154748657331,,17,"ACEVEDO, EDUARDO 17",,,,
-58.4720451939207,-34.5819533926656,"ACHA, MARIANO, GRAL.",1143,"ACHA, MARIANO, GRAL. 1143",Villa Ortuzar,Comuna 15,1427,C1427DBE
-58.4720993754764,-34.5796450903636,"ACHA, MARIANO, GRAL.",1359,"ACHA, MARIANO, GRAL. 1359",Villa Ortuzar,Comuna 15,1430,C1430DUA
-58.4820869774404,-34.6341056630116,,14,"ACOSTA, MARIANO AV. 14",,,,
-58.4678560248226,-34.645482309155,"ACOSTA, MARIANO AV.",1387,"ACOSTA, MARIANO AV. 1387",Parque Avellaneda,Comuna 9,1407,C1407KCA
-58.4215396496135,-34.5962443722688,"ACUÑA DE FIGUEROA, FRANCISCO",1312,"ACUÑA DE FIGUEROA, FRANCISCO 1312",Palermo,Comuna 14,1180,C1180AAZ
-58.4219987653437,-34.5987662129524,"ACUÑA DE FIGUEROA, FRANCISCO",1050,"ACUÑA DE FIGUEROA, FRANCISCO 1050",Almagro,Comuna 5,1180,C1180AAT
-58.4226491557091,-34.6032831270785,"ACUÑA DE FIGUEROA, FRANCISCO",682,"ACUÑA DE FIGUEROA, FRANCISCO 682",Almagro,Comuna 5,1180,C1180AAL
-58.4074558177562,-34.5919159373474,AGUERO,1576,AGUERO 1576,Recoleta,Comuna 2,1425,C1425EHJ
-58.4064021941031,-34.591034341979,AGUERO,1684,AGUERO 1684,Recoleta,Comuna 2,1425,C1425EHL
-58.4085765969425,-34.5935626528996,AGUERO,1369,AGUERO 1369,Recoleta,Comuna 2,1425,C1425EHE
-58.4073473220226,-34.5918057659735,AGUERO,1586,AGUERO 1586,Recoleta,Comuna 2,1425,C1425EHJ
-58.4073473220226,-34.5918057659735,AGUERO,1590,AGUERO 1590,Recoleta,Comuna 2,1425,C1425EHJ
-58.4064135880314,-34.591042757709,AGUERO,1682,AGUERO 1682,Recoleta,Comuna 2,1425,C1425EHL
-58.4466147696128,-34.5684811893,AGUILAR,2328,AGUILAR 2328,Palermo,Comuna 14,1426,C1426DSH
-58.4467551065552,-34.5686415373881,AGUILAR,2340,AGUILAR 2340,Palermo,Comuna 14,1426,C1426DSH
-58.4472425088379,-34.569195887589,AGUILAR,2418,AGUILAR 2418,Colegiales,Comuna 13,1426,C1426DSJ
-58.4408839062389,-34.5919916137349,AGUIRRE,1109,AGUIRRE 1109,Villa Crespo,Comuna 15,1414,C1414ASW
-58.4356444515189,-34.5975848100548,AGUIRRE,511,AGUIRRE 511,Villa Crespo,Comuna 15,1414,C1414ASK
-58.5099755748625,-34.6392304056866,,8,ALBARIÑO 8,,,,
-58.5100433275149,-34.6393207748858,,9,ALBARIÑO 9,,,,
-58.4925491498327,-34.643654767458,"ALBERDI, JUAN BAUTISTA AV.",4724,"ALBERDI, JUAN BAUTISTA AV. 4724",Parque Avellaneda,Comuna 9,1407,C1407HAO
-58.502576777566,-34.6515028905568,"ALBERDI, JUAN BAUTISTA AV.",5827,"ALBERDI, JUAN BAUTISTA AV. 5827",Mataderos,Comuna 9,1440,C1440AAJ
-58.503579107998,-34.6524435573549,"ALBERDI, JUAN BAUTISTA AV.",5933,"ALBERDI, JUAN BAUTISTA AV. 5933",Mataderos,Comuna 9,1440,C1440AAK
-58.4003956390534,-34.6233181790732,ALBERTI,1192,ALBERTI 1192,San Cristobal,Comuna 3,1223,C1223AAN
-58.400274292745,-34.6247743957819,ALBERTI,1292,ALBERTI 1292,San Cristobal,Comuna 3,1247,C1247AAB
-58.4000430253921,-34.6272230497209,ALBERTI,1500,ALBERTI 1500,San Cristobal,Comuna 3,1247,C1247AAF
-58.3999010235407,-34.6282420207204,ALBERTI,1590,ALBERTI 1590,San Cristobal,Comuna 3,1247,C1247AAH
-58.3995632971301,-34.6295680352856,ALBERTI,1692,ALBERTI 1692,Parque Patricios,Comuna 4,1247,C1247AAJ
-58.4015481657565,-34.6117215730987,ALBERTI,174,ALBERTI 174,Balvanera,Comuna 3,1082,C1082AAD
-58.3975768757547,-34.6354387721698,ALBERTI,2195,ALBERTI 2195,Parque Patricios,Comuna 4,1247,C1247AAS
-58.401410152711,-34.6131351282893,ALBERTI,292,ALBERTI 292,Balvanera,Comuna 3,1082,C1082AAF
-58.4011386931428,-34.6163284208497,ALBERTI,590,ALBERTI 590,Balvanera,Comuna 3,1223,C1223AAB
-58.4016482979954,-34.6107749639832,,86,ALBERTI 86,,,,
-58.4008427377485,-34.6195886738873,ALBERTI,894,ALBERTI 894,San Cristobal,Comuna 3,1223,C1223AAH
-58.5108524226599,-34.6253238236845,ALCARAZ,5327,ALCARAZ 5327,Villa Luro,Comuna 10,1407,C1407GIY
-58.5057781091591,-34.6200992809903,ALLENDE,2177,ALLENDE 2177,Monte Castro,Comuna 10,1407,C1407CQE
-58.5165369839032,-34.6093122395402,ALLENDE,3468,ALLENDE 3468,Villa Devoto,Comuna 11,1417,C1417BMZ
-58.3830195823406,-34.6109311081968,"ALSINA, ADOLFO",1178,"ALSINA, ADOLFO 1178",Monserrat,Comuna 1,1088,C1088AAF
-58.3859991739239,-34.611112678584,"ALSINA, ADOLFO",1390,"ALSINA, ADOLFO 1390",Monserrat,Comuna 1,1088,C1088AAJ
-58.3913872137714,-34.611498312099,"ALSINA, ADOLFO",1778,"ALSINA, ADOLFO 1778",Monserrat,Comuna 1,1088,C1088AAR
-58.3946135860598,-34.6116435358116,"ALSINA, ADOLFO",1995,"ALSINA, ADOLFO 1995",Balvanera,Comuna 3,1090,C1090AAC
-58.396043721765,-34.6118154650331,"ALSINA, ADOLFO",2094,"ALSINA, ADOLFO 2094",Balvanera,Comuna 3,1090,C1090AAF
-58.3970398786854,-34.6118776268248,"ALSINA, ADOLFO",2174,"ALSINA, ADOLFO 2174",Balvanera,Comuna 3,1090,C1090AAH
-58.4001484413382,-34.612033056865,"ALSINA, ADOLFO",2389,"ALSINA, ADOLFO 2389",Balvanera,Comuna 3,1090,C1090AAK
-58.4041686294669,-34.6123767980205,"ALSINA, ADOLFO",2698,"ALSINA, ADOLFO 2698",Balvanera,Comuna 3,1090,C1090AAR
-58.4047606173568,-34.6123360578162,"ALSINA, ADOLFO",2731,"ALSINA, ADOLFO 2731",Balvanera,Comuna 3,1090,C1090AAS
-58.4065616537957,-34.6125165588415,"ALSINA, ADOLFO",2886,"ALSINA, ADOLFO 2886",Balvanera,Comuna 3,1207,C1207AAB
-58.4693803228839,-34.6021647802027,ALVAREZ JONTE,1825,ALVAREZ JONTE 1825,Paternal,Comuna 15,1416,C1416EXD
-58.4694534129084,-34.6022167055884,ALVAREZ JONTE,1833,ALVAREZ JONTE 1833,Paternal,Comuna 15,1416,C1416EXD
-58.4927250743869,-34.6129494276087,ALVAREZ JONTE AV.,3611,ALVAREZ JONTE AV. 3611,Villa Del Parque,Comuna 11,1407,C1407GOD
-58.4959023551701,-34.6145095763727,ALVAREZ JONTE AV.,3933,ALVAREZ JONTE AV. 3933,Monte Castro,Comuna 10,1407,C1407GOG
-58.4971205763401,-34.6151546315748,ALVAREZ JONTE AV.,4015,ALVAREZ JONTE AV. 4015,Monte Castro,Comuna 10,1407,C1407GOH
-58.4982594376399,-34.6157599639957,ALVAREZ JONTE AV.,4121,ALVAREZ JONTE AV. 4121,Monte Castro,Comuna 10,1407,C1407GOI
-58.4993751105862,-34.6163526391722,ALVAREZ JONTE AV.,4221,ALVAREZ JONTE AV. 4221,Monte Castro,Comuna 10,1407,C1407GOJ
-58.5004186341095,-34.6169019635202,ALVAREZ JONTE AV.,4313,ALVAREZ JONTE AV. 4313,Monte Castro,Comuna 10,1407,C1407GOK
-58.5119655299592,-34.6245031551563,ALVAREZ JONTE AV.,5319,ALVAREZ JONTE AV. 5319,Monte Castro,Comuna 10,1407,C1407GPH
-58.5118485368428,-34.6243994791408,ALVAREZ JONTE AV.,5315,ALVAREZ JONTE AV. 5315,Monte Castro,Comuna 10,1407,C1407GPH
-58.5129168154334,-34.6253342313377,ALVAREZ JONTE AV.,5419,ALVAREZ JONTE AV. 5419,Monte Castro,Comuna 10,1407,C1407GPI
-58.462795310241,-34.6070439755145,"ALVAREZ, DONATO, TTE. GRAL.",1735,"ALVAREZ, DONATO, TTE. GRAL. 1735",Villa Gral. Mitre,Comuna 11,1416,C1416BTG
-58.4629391333312,-34.607047329583,"ALVAREZ, DONATO, TTE. GRAL.",1758,"ALVAREZ, DONATO, TTE. GRAL. 1758",Villa Gral. Mitre,Comuna 11,1416,C1416BTT
-58.4648775261788,-34.6031474557061,"ALVAREZ, DONATO, TTE. GRAL. AV.",2088,"ALVAREZ, DONATO, TTE. GRAL. AV. 2088",Villa Gral. Mitre,Comuna 11,1416,C1416BTW
-58.4650611419384,-34.6026109893813,"ALVAREZ, DONATO, TTE. GRAL. AV.",2121,"ALVAREZ, DONATO, TTE. GRAL. AV. 2121",Paternal,Comuna 15,1416,C1416BTK
-58.4205293244031,-34.5901971152539,"ALVAREZ, JULIAN",1892,"ALVAREZ, JULIAN 1892",Palermo,Comuna 14,1414,C1414DSL
-58.4363885960766,-34.6008939098688,"ALVAREZ, JULIAN",385,"ALVAREZ, JULIAN 385",Villa Crespo,Comuna 15,1414,C1414DRG
-58.3858224898243,-34.5969357438085,"ALVEAR, MARCELO T. DE",1305,"ALVEAR, MARCELO T. DE 1305",Retiro,Comuna 1,1058,C1058AAU
-58.3869337370607,-34.5970850841152,"ALVEAR, MARCELO T. DE",1400,"ALVEAR, MARCELO T. DE 1400",Retiro,Comuna 1,1058,C1058AAV
-58.3871734327522,-34.5970212681019,"ALVEAR, MARCELO T. DE",1403,"ALVEAR, MARCELO T. DE 1403",Recoleta,Comuna 2,1060,C1060AAA
-58.3899843650288,-34.597158307372,"ALVEAR, MARCELO T. DE",1611,"ALVEAR, MARCELO T. DE 1611",Recoleta,Comuna 2,1060,C1060AAE
-58.3929427887947,-34.597273086228,"ALVEAR, MARCELO T. DE",1780,"ALVEAR, MARCELO T. DE 1780",Recoleta,Comuna 2,1060,C1060AAH
-58.3934758682506,-34.5971972169509,"ALVEAR, MARCELO T. DE",1807,"ALVEAR, MARCELO T. DE 1807",Recoleta,Comuna 2,1122,C1122AAA
-58.3996616222883,-34.5968452419692,"ALVEAR, MARCELO T. DE",2259,"ALVEAR, MARCELO T. DE 2259",Recoleta,Comuna 2,1122,C1122AAI
-58.40060750857,-34.596613817128,"ALVEAR, MARCELO T. DE",2325,"ALVEAR, MARCELO T. DE 2325",Recoleta,Comuna 2,1122,C1122AAK
-58.4354842518324,-34.6174982725001,,34,"AMBROSETTI, JUAN B. 34",,,,
-58.4388535579498,-34.6090198898975,"AMBROSETTI, JUAN B.",790,"AMBROSETTI, JUAN B. 790",Caballito,Comuna 6,1405,C1405BIL
-58.4608519644352,-34.5605473466943,AMENABAR,2380,AMENABAR 2380,Belgrano,Comuna 13,1428,C1428CQL
-58.4466223410232,-34.5722070896111,AMENABAR,719,AMENABAR 719,Colegiales,Comuna 13,1426,C1426AJK
-58.4113451270466,-34.5886602543393,ANASAGASTI,2084,ANASAGASTI 2084,Palermo,Comuna 14,1425,C1425DOB
-58.411137637061,-34.58853459472,ANASAGASTI,2097,ANASAGASTI 2097,Palermo,Comuna 14,1425,C1425DOA
-58.4065708934812,-34.595253367237,"ANCHORENA, TOMAS MANUEL DE, DR.",1205,"ANCHORENA, TOMAS MANUEL DE, DR. 1205",Recoleta,Comuna 2,1425,C1425ELC
-58.4113231058887,-34.6063397243511,"ANCHORENA, TOMAS MANUEL DE, DR.",310,"ANCHORENA, TOMAS MANUEL DE, DR. 310",Balvanera,Comuna 3,1170,C1170ACF
-58.4106016550921,-34.60480319439,"ANCHORENA, TOMAS MANUEL DE, DR.",439,"ANCHORENA, TOMAS MANUEL DE, DR. 439",Balvanera,Comuna 3,1170,C1170ACG
-58.4082895440358,-34.5985487443418,"ANCHORENA, TOMAS MANUEL DE, DR.",879,"ANCHORENA, TOMAS MANUEL DE, DR. 879",Balvanera,Comuna 3,1170,C1170ACO
-58.405887632144,-34.5940804459401,"ANCHORENA, TOMAS MANUEL DE, DR.",1321,"ANCHORENA, TOMAS MANUEL DE, DR. 1321",Recoleta,Comuna 2,1425,C1425ELE
-58.4048542549955,-34.5931729015813,"ANCHORENA, TOMAS MANUEL DE, DR.",1407,"ANCHORENA, TOMAS MANUEL DE, DR. 1407",Recoleta,Comuna 2,1425,C1425ELG
-58.4112371756196,-34.6063856571693,"ANCHORENA, TOMAS MANUEL DE, DR.",311,"ANCHORENA, TOMAS MANUEL DE, DR. 311",Balvanera,Comuna 3,1170,C1170ACE
-58.4106272064667,-34.6048678657442,"ANCHORENA, TOMAS MANUEL DE, DR.",429,"ANCHORENA, TOMAS MANUEL DE, DR. 429",Balvanera,Comuna 3,1170,C1170ACG
-58.4093166864528,-34.6013584996992,"ANCHORENA, TOMAS MANUEL DE, DR.",665,"ANCHORENA, TOMAS MANUEL DE, DR. 665",Balvanera,Comuna 3,1170,C1170ACK
-58.4090820000535,-34.6007049689126,"ANCHORENA, TOMAS MANUEL DE, DR.",713,"ANCHORENA, TOMAS MANUEL DE, DR. 713",Balvanera,Comuna 3,1170,C1170ACM
-58.4085437760039,-34.5992533450876,"ANCHORENA, TOMAS MANUEL DE, DR.",825,"ANCHORENA, TOMAS MANUEL DE, DR. 825",Balvanera,Comuna 3,1170,C1170ACO
-58.4083030960872,-34.5985863063057,"ANCHORENA, TOMAS MANUEL DE, DR.",875,"ANCHORENA, TOMAS MANUEL DE, DR. 875",Balvanera,Comuna 3,1170,C1170ACO
-58.5111846076101,-34.6586828360648,ANDALGALA,1917,ANDALGALA 1917,Mataderos,Comuna 9,1440,C1440ENM
-58.4934296298452,-34.5718088272883,ANDONAEGUI,2991,ANDONAEGUI 2991,Villa Urquiza,Comuna 12,1431,C1431DWK
-58.3906019268773,-34.6281370569692,ANTEQUERA,1765,ANTEQUERA 1765,Constitucion,Comuna 1,1134,C1134AAA
-58.4771100065429,-34.6749490256306,AQUINO,5659,AQUINO 5659,Villa Lugano,Comuna 8,1439,C1439ADW
-58.4723680448339,-34.6251905515243,"ARANGUREN, JUAN F., DR.",2907,"ARANGUREN, JUAN F., DR. 2907",Flores,Comuna 7,1406,C1406FXC
-58.4762513142268,-34.6262311783509,"ARANGUREN, JUAN F., DR.",3209,"ARANGUREN, JUAN F., DR. 3209",Floresta,Comuna 10,1406,C1406FXI
-58.4770289741122,-34.6265121951511,"ARANGUREN, JUAN F., DR.",3300,"ARANGUREN, JUAN F., DR. 3300",Floresta,Comuna 10,1406,C1406FXJ
-58.4784794414475,-34.6268115138605,"ARANGUREN, JUAN F., DR.",3417,"ARANGUREN, JUAN F., DR. 3417",Floresta,Comuna 10,1407,C1407ELC
-58.4387536006246,-34.6129048311179,"ARANGUREN, JUAN F., DR.",511,"ARANGUREN, JUAN F., DR. 511",Caballito,Comuna 6,1405,C1405CRK
-58.4288923584765,-34.5947333539808,ARAOZ,1113,ARAOZ 1113,Palermo,Comuna 14,1414,C1414DPW
-58.4163831776307,-34.5865693779995,ARAOZ,2420,ARAOZ 2420,Palermo,Comuna 14,1425,C1425DGL
-58.4146614400325,-34.5856185777295,ARAOZ,2515,ARAOZ 2515,Palermo,Comuna 14,1425,C1425DGM
-58.43729558458,-34.6000020521874,ARAOZ,372,ARAOZ 372,Villa Crespo,Comuna 15,1414,C1414DPH
-58.3581619115273,-34.6370949577119,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",420,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 420",Boca,Comuna 4,1166,C1166AAH
-58.5073302381884,-34.6388943776986,,9,ARAUJO 9,,,,
-58.4347595894319,-34.5686061988944,ARCE,725,ARCE 725,Palermo,Comuna 14,1426,C1426BSK
-58.3912672469982,-34.5949399098837,ARENALES,1665,ARENALES 1665,Recoleta,Comuna 2,1061,C1061AAS
-58.3922705513887,-34.5948652937427,ARENALES,1719,ARENALES 1719,Recoleta,Comuna 2,1061,C1061AAU
-58.3943010143199,-34.5947802211436,ARENALES,1886,ARENALES 1886,Recoleta,Comuna 2,1124,C1124AAB
-58.3991916692322,-34.5942370628084,ARENALES,2286,ARENALES 2286,Recoleta,Comuna 2,1124,C1124AAJ
-58.4001200232939,-34.5939773695404,ARENALES,2350,ARENALES 2350,Recoleta,Comuna 2,1124,C1124AAL
-58.4066273307592,-34.5905874545977,ARENALES,2950,ARENALES 2950,Recoleta,Comuna 2,1425,C1425BEJ
-58.431991397256,-34.5730738359214,AREVALO,2785,AREVALO 2785,Palermo,Comuna 14,1426,C1426DJA
-58.4310935300888,-34.5718664348364,AREVALO,2912,AREVALO 2912,Palermo,Comuna 14,1426,C1426DJF
-58.475637415394,-34.6216440413,ARGERICH,1020,ARGERICH 1020,Flores,Comuna 7,1406,C1406AMR
-58.4770449009876,-34.6192805570739,ARGERICH,1300,ARGERICH 1300,Villa Santa Rita,Comuna 11,1416,C1416AXD
-58.4726847856294,-34.6277839058909,ARGERICH,403,ARGERICH 403,Flores,Comuna 7,1406,C1406AME
-58.4730741789381,-34.6271514310386,ARGERICH,494,ARGERICH 494,Flores,Comuna 7,1406,C1406AMF
-58.4743982747991,-34.6241097570513,ARGERICH,749,ARGERICH 749,Flores,Comuna 7,1406,C1406AMK
-58.4729851632617,-34.5422131070506,ARIAS,2398,ARIAS 2398,Nu\u00f1ez,Comuna 13,1429,C1429DXN
-58.4735423869268,-34.5423358915362,ARIAS,2423,ARIAS 2423,Saavedra,Comuna 12,1429,C1429DXO
-58.4193827479096,-34.5843602389463,ARMENIA,2411,ARMENIA 2411,Palermo,Comuna 14,1425,C1425FBI
-58.4505705063962,-34.5665683072372,"ARREDONDO, VIRREY",2375,"ARREDONDO, VIRREY 2375",Belgrano,Comuna 13,1426,C1426DZC
-58.4510048344177,-34.5671181580269,"ARREDONDO, VIRREY",2405,"ARREDONDO, VIRREY 2405",Colegiales,Comuna 13,1426,C1426DZE
-58.4511022102235,-34.5672424102703,"ARREDONDO, VIRREY",2425,"ARREDONDO, VIRREY 2425",Colegiales,Comuna 13,1426,C1426DZE
-58.4865611211733,-34.6060042277055,ARREGUI,2920,ARREGUI 2920,Villa Del Parque,Comuna 11,1417,C1417GMN
-58.5140747537447,-34.6227840153804,ARREGUI,5308,ARREGUI 5308,Monte Castro,Comuna 10,1408,C1408AVB
-58.4516909880881,-34.5561207281437,ARRIBEÑOS,2301,ARRIBEÑOS 2301,Belgrano,Comuna 13,1428,C1428APE
-58.4028587752745,-34.6369847949248,,24,ARRIOLA 24,,,,
-58.3786352387149,-34.5927028350872,ARROYO,804,ARROYO 804,Retiro,Comuna 1,1007,C1007AAB
-58.4725046404303,-34.6134224268559,"ARTIGAS, JOSE GERVASIO, GRAL.",1525,"ARTIGAS, JOSE GERVASIO, GRAL. 1525",Villa Gral. Mitre,Comuna 11,1416,C1416AKK
-58.4981737619008,-34.5829938285939,"ARTIGAS, JOSE GERVASIO, GRAL.",4742,"ARTIGAS, JOSE GERVASIO, GRAL. 4742",Villa Pueyrredon,Comuna 12,1419,C1419ECZ
-58.4858749129952,-34.5978338878931,"ARTIGAS, JOSE GERVASIO, GRAL.",3131,"ARTIGAS, JOSE GERVASIO, GRAL. 3131",Villa Del Parque,Comuna 11,1417,C1417DKG
-58.4865098917426,-34.5973076373343,"ARTIGAS, JOSE GERVASIO, GRAL.",3156,"ARTIGAS, JOSE GERVASIO, GRAL. 3156",Agronomia,Comuna 15,1417,C1417DKH
-58.3687499456136,-34.6334258051836,ARZOBISPO ESPINOSA,1101,ARZOBISPO ESPINOSA 1101,Boca,Comuna 4,1165,C1165AAC
-58.3698623280557,-34.6336277634587,ARZOBISPO ESPINOSA,1180,ARZOBISPO ESPINOSA 1180,Boca,Comuna 4,1165,C1165AAD
-58.364666775132,-34.6304327726205,ARZOBISPO ESPINOSA,411,ARZOBISPO ESPINOSA 411,Boca,Comuna 4,1157,C1157AAI
-58.4399526130877,-34.6355586092643,ASAMBLEA AV.,1076,ASAMBLEA AV. 1076,Parque Chacabuco,Comuna 7,1406,C1406HVN
-58.4408197020402,-34.6357290963611,ASAMBLEA AV.,1130,ASAMBLEA AV. 1130,Parque Chacabuco,Comuna 7,1406,C1406HVO
-58.4384967806682,-34.635265790687,ASAMBLEA AV.,978,ASAMBLEA AV. 978,Parque Chacabuco,Comuna 7,1424,C1424COX
-58.5014255193765,-34.594826130255,ASUNCION,3239,ASUNCION 3239,Agronomia,Comuna 15,1419,C1419HGA
-58.5278123305676,-34.6116169072508,ASUNCION,5280,ASUNCION 5280,Villa Devoto,Comuna 11,1419,C1419HHT
-58.4076004960249,-34.5906817598413,AUSTRIA,1721,AUSTRIA 1721,Recoleta,Comuna 2,1425,C1425EGA
-58.4075868718116,-34.5906717070931,AUSTRIA,1723,AUSTRIA 1723,Recoleta,Comuna 2,1425,C1425EGA
-58.3995120885438,-34.5847752606424,AUSTRIA,2531,AUSTRIA 2531,Recoleta,Comuna 2,1425,C1425EGQ
-58.4077750307314,-34.590681979144,AUSTRIA,1724,AUSTRIA 1724,Recoleta,Comuna 2,1425,C1425EGB
-58.4012755041443,-34.5860678846805,AUSTRIA,2391,AUSTRIA 2391,Recoleta,Comuna 2,1425,C1425EGM
-58.3995120885438,-34.5847752606424,AUSTRIA,2529,AUSTRIA 2529,Recoleta,Comuna 2,1425,C1425EGQ
-58.4899549284448,-34.6331132638743,AVELLANEDA,4588,AVELLANEDA 4588,Velez Sarsfield,Comuna 10,1407,C1407EJZ
-58.4371483437777,-34.6138510230431,AVELLANEDA,474,AVELLANEDA 474,Caballito,Comuna 6,1405,C1405CNR
-58.475115157885,-34.6274476172884,AVELLANEDA AV.,3186,AVELLANEDA AV. 3186,Flores,Comuna 7,1406,C1406FZQ
-58.4775688736529,-34.6278936029044,AVELLANEDA AV.,3399,AVELLANEDA AV. 3399,Floresta,Comuna 10,1407,C1407EJA
-58.4784589820114,-34.6282843243909,AVELLANEDA AV.,3488,AVELLANEDA AV. 3488,Floresta,Comuna 10,1407,C1407EJO
-58.479600733212,-34.6285662254274,AVELLANEDA AV.,3586,AVELLANEDA AV. 3586,Floresta,Comuna 10,1407,C1407EJP
-58.4698874676433,-34.6259321566788,AVELLANEDA AV.,2780,AVELLANEDA AV. 2780,Flores,Comuna 7,1406,C1406FYZ
-58.4711796699524,-34.6261603171884,AVELLANEDA AV.,2879,AVELLANEDA AV. 2879,Flores,Comuna 7,1406,C1406FZA
-58.4712666928067,-34.6263583518762,AVELLANEDA AV.,2886,AVELLANEDA AV. 2886,Flores,Comuna 7,1406,C1406FZN
-58.4729566115772,-34.6267143719573,AVELLANEDA AV.,2991,AVELLANEDA AV. 2991,Flores,Comuna 7,1406,C1406FZB
-58.4728871056002,-34.6268622922115,AVELLANEDA AV.,2992,AVELLANEDA AV. 2992,Flores,Comuna 7,1406,C1406FZO
-58.4735329301738,-34.6270326689382,AVELLANEDA AV.,3024,AVELLANEDA AV. 3024,Flores,Comuna 7,1406,C1406FZP
-58.4739778145435,-34.627064661252,AVELLANEDA AV.,3069,AVELLANEDA AV. 3069,Flores,Comuna 7,1406,C1406FZC
-58.4752036724269,-34.6273001220157,AVELLANEDA AV.,3179,AVELLANEDA AV. 3179,Flores,Comuna 7,1406,C1406FZD
-58.475115157885,-34.6274476172884,AVELLANEDA AV.,3184,AVELLANEDA AV. 3184,Flores,Comuna 7,1406,C1406FZQ
-58.4762311446262,-34.6275592716162,AVELLANEDA AV.,3265,AVELLANEDA AV. 3265,Floresta,Comuna 10,1406,C1406FZE
-58.4762645980259,-34.6277376211967,AVELLANEDA AV.,3276,AVELLANEDA AV. 3276,Floresta,Comuna 10,1406,C1406FZR
-58.4773131178022,-34.6279963067989,AVELLANEDA AV.,3366,AVELLANEDA AV. 3366,Floresta,Comuna 10,1407,C1407EJN
-58.4773939747059,-34.6278501395885,AVELLANEDA AV.,3379,AVELLANEDA AV. 3379,Floresta,Comuna 10,1407,C1407EJA
-58.4784814042373,-34.6281171226168,AVELLANEDA AV.,3475,AVELLANEDA AV. 3475,Floresta,Comuna 10,1407,C1407EJB
-58.4784589820114,-34.6282843243909,AVELLANEDA AV.,3484,AVELLANEDA AV. 3484,Floresta,Comuna 10,1407,C1407EJO
-58.4794420092615,-34.6285267868338,AVELLANEDA AV.,3578,AVELLANEDA AV. 3578,Floresta,Comuna 10,1407,C1407EJP
-58.4795897690023,-34.6283943333857,AVELLANEDA AV.,3581,AVELLANEDA AV. 3581,Floresta,Comuna 10,1407,C1407EJC
-58.4805765110326,-34.6288091484674,AVELLANEDA AV.,3674,AVELLANEDA AV. 3674,Floresta,Comuna 10,1407,C1407EJQ
-58.4806733095168,-34.6286631714768,AVELLANEDA AV.,3685,AVELLANEDA AV. 3685,Floresta,Comuna 10,1407,C1407EJD
-58.4819673759562,-34.6289884672323,AVELLANEDA AV.,3769,AVELLANEDA AV. 3769,Floresta,Comuna 10,1407,C1407EJE
-58.4834265462495,-34.6293525202076,AVELLANEDA AV.,3885,AVELLANEDA AV. 3885,Floresta,Comuna 10,1407,C1407EJF
-58.3960679501995,-34.5970506798581,AYACUCHO,1011,AYACUCHO 1011,Recoleta,Comuna 2,1111,C1111AAE
-58.3960670232705,-34.5969391545967,AYACUCHO,1021,AYACUCHO 1021,Recoleta,Comuna 2,1111,C1111AAE
-58.3960668283351,-34.5969157034439,AYACUCHO,1023,AYACUCHO 1023,Recoleta,Comuna 2,1111,C1111AAE
-58.3937368254251,-34.5917117829,AYACUCHO,1505,AYACUCHO 1505,Recoleta,Comuna 2,1112,C1112AAA
-58.3937163006048,-34.5916937487294,AYACUCHO,1507,AYACUCHO 1507,Recoleta,Comuna 2,1112,C1112AAA
-58.3960682454545,-34.5971764809289,AYACUCHO,1007,AYACUCHO 1007,Recoleta,Comuna 2,1111,C1111AAE
-58.3949167949652,-34.6079513332948,AYACUCHO,111,AYACUCHO 111,Balvanera,Comuna 3,1025,C1025AAC
-58.396026111015,-34.5955083523371,AYACUCHO,1115,AYACUCHO 1115,Recoleta,Comuna 2,1111,C1111AAG
-58.3959964621619,-34.5953643566808,AYACUCHO,1123,AYACUCHO 1123,Recoleta,Comuna 2,1111,C1111AAG
-58.395814830565,-34.5944548242172,AYACUCHO,1205,AYACUCHO 1205,Recoleta,Comuna 2,1111,C1111AAI
-58.3936512525714,-34.5916365928433,AYACUCHO,1523,AYACUCHO 1523,Recoleta,Comuna 2,1112,C1112AAA
-58.3910928266005,-34.5892620828709,AYACUCHO,1792,AYACUCHO 1792,Recoleta,Comuna 2,1112,C1112AAF
-58.3901903732061,-34.5884599108285,AYACUCHO,1884,AYACUCHO 1884,Recoleta,Comuna 2,1112,C1112AAH
